Слово,Слово с делением на морфемы,Орфоэпическая транскрипция,Реальное произнесение,Количество словоупотреблений,Файлы
конечно,*конеч+н+о,* k a1 n' e0 sh + n + a4,* k a1 n' e0 sh + n + e4,12,"gta0258,gta0313,kta0730,kta1049,ktb0213,ktc0968,stb0014,stb0027,stb0213,atb0114,ata0825,mtb0472"
конечно,*конеч+н+о,* k a1 n' e0 sh + n + a4,* k a1 n' e0 sh + n + o4,3,"ste0167,uta0029,ata0913"
конечно,*конеч+н+о,* k a1 n' e0 sh + n + a4,* k a1 n' e0 sh + n + y4,59,"cta0313,cta0730,cta0798,cta0913,cta1036,cta1049,ctb0114,ctb0466,ctb0472,ctb0640,ctb1098,ctc0968,gtb0472,kta0564,kta0825,kta1036,ktb0811,ktb0953,ktb1098,ktb1418,ktb1505,ktb2134,kta0258,kta0313,ktb0291,ktb0472,ota0313,ota0333,ota0362,otb0014,otb0024,otb0114,otb0213,otb0472,otb0640,otd0273,sta0362,stb0024,stb0291,stb0472,uta0258,uta0313,uta0362,utb0024,utb0114,utb0291,utb0472,utc0968,utc1070,ata0258,ata0313,atb0472,atb0640,atd0245,atd0264,ata1036,ata1049,atb1731,mta0258"
конечно,*конеч+н+о,* k a1 n' e0 sh + n + a4,* k e1 n' e0 sh + n +,1,mtb0667
конечно,*конеч+н+о,* k a1 n' e0 sh + n + a4,* k e1 n' e0 sh + n + y4,1,sta0029
конечно,*конеч+н+о,* k a1 n' e0 sh + n + a4,* k e1 n' i0 sh + n + e4,1,ata0029
конкой,*кон+к/ой,* k o0 n + k / a4 j,* k o0 n + k / e4,1,kta0735
конкой,*кон+к/ой,* k o0 n + k / a4 j,* k o0 n + k / y4,1,ata0735
конкой,*кон+к/ой,* k o0 n + k / a4 j,* k o0 n + k / y4 i4,1,cta0735
конский,*кон+ск/ий,* k o0 n + s k' / i4 j,* k o0 n + s k' / i4,3,"cta0807,kta0807,ata0807"
конспиратор,*конспир+а+тор,* k a2 n s p' i1 r + a0 + t a4 r,* k a2 n s p' e1 r + a0 + t a4 r,2,"cta0034,gta0034"
конспиратор,*конспир+а+тор,* k a2 n s p' i1 r + a0 + t a4 r,* k a2 n s p' e1 r + a0 + t r,1,mta0034
конспиратор,*конспир+а+тор,* k a2 n s p' i1 r + a0 + t a4 r,* k a2 n s p' i1 r + a0 + t y4 r,2,"kta0034,sta0034"
конспиратор,*конспир+а+тор,* k a2 n s p' i1 r + a0 + t a4 r,* k y1 n s p' e1 r + a0 + t a4 r,1,uta0034
конспиратор,*конспир+а+тор,* k a2 n s p' i1 r + a0 + t a4 r,* k y1 n s p' e1 r + a0 + t r,1,ota0034
конспиратор,*конспир+а+тор,* k a2 n s p' i1 r + a0 + t a4 r,* k y1 n s p' i1 r + a0 + t e4 r,1,ata0034
консультации,*консульт+ац/ии,* k a2 n s u1 l' t + a0 c / y4 i4,* k a2 n s u1 l' t + a0 c / y4 i4,1,sta0258
консультации,*консульт+ац/ии,* k a2 n s u1 l' t + a0 c / y4 i4,* k a2 n s u1 l' t + a0 c / y4 y4,2,"gta0258,ota0258"
консультации,*консульт+ац/ии,* k a2 n s u1 l' t + a0 c / y4 i4,* k e1 n s u1 l' t + a0 c / y4 i4,1,ata0258
консультации,*консульт+ац/ии,* k a2 n s u1 l' t + a0 c / y4 i4,* k n s u1 l' t + a0 c / y4,1,mta0258
консультации,*консульт+ац/ии,* k a2 n s u1 l' t + a0 c / y4 i4,* k y1 n s u1 l' t + a0 c / y4 i4,3,"cta0258,kta0258,uta0258"
контроль,*контроль,* k a1 n t r o0 l',* k a1 n t r o0 l',8,"ctb1948,ctb1952,gte0329,ktb1948,ktb1952,ste0329,atb1948,atb1952"
контрольные,*контроль+н/ые,* k a1 n t r o0 l' + n / y4 j i4,* k a1 n t r o0 l' + n / y4 i4,2,"ctb1942,atb1942"
контрольные,*контроль+н/ые,* k a1 n t r o0 l' + n / y4 j i4,* k a1 n t r o0 l' + n / y4 y4,1,ktb1942
контрольных,*контроль+н/ых,* k a1 n t r o0 l' + n / y4 h,* k a1 n t r o0 l' + n / y4 h,3,"ctb1080,ktb1080,atb1080"
конфет,*конфет,* k a1 n f' e0 t,* k a1 n f' e0 t,3,"ctb1287,ktb1287,atb1287"
концах,*конц/ах,* k a1 n c / a0 h,* k a1 n c / a0 h,3,"ctb1738,ktb1738,atb1738"
концерт,*концерт,* k a1 n c e0 r t,* k a1 n c e0 r t,3,"ctb1696,ktb1696,atb1696"
концерты,*концерт/ы,* k a1 n c e0 r t / y4,* k a1 n c e0 r t / y4,6,"ctb0325,otb0325,stb0325,utb0325,atb0325,mtb0325"
концерты,*концерт/ы,* k a1 n c e0 r t / y4,* k a1 n s e0 r t / y4,2,"gtb0325,ktb0325"
концов,*конц/ов,* k a1 n c / o0 f,* k a1 n c / o0 f,7,"ctb0326,ktb0326,otb0326,stb0326,utb0326,atb0326,mtb0326"
концов,*конц/ов,* k a1 n c / o0 f,* k a1 n s / o0 f,1,gtb0326
концом,*конц/ом,* k a1 n c / o0 m,* k a1 n c / o0 m,6,"cta0155,kta0155,ota0155,sta0155,uta0155,mta0155"
концом,*конц/ом,* k a1 n c / o0 m,* k a1 n s / o0 m,2,"gta0155,ata0155"
кончается,*конч+а/ет^ся,* k a1 n' ch + a0 / j i4 ^ c a4,* k a1 n' ch + a0 / e4 ^ c y4,1,ctb0893
кончается,*конч+а/ет^ся,* k a1 n' ch + a0 / j i4 ^ c a4,* k a1 n' ch + a0 / e4 i4 ^ c y4,1,ktb0893
кончается,*конч+а/ет^ся,* k a1 n' ch + a0 / j i4 ^ c a4,* k a1 n' ch + a0 / i4 ^ c a4,1,atb0893
кончай,*конч+а+й,* k a1 n' ch + a0 + j,* k a1 n' ch + a0 + i4,1,ctb1147
кончай,*конч+а+й,* k a1 n' ch + a0 + j,* k a1 n' ch + a0 + j,1,ktb1147
кончай,*конч+а+й,* k a1 n' ch + a0 + j,* k a1 n' sc + e0 + j,1,atb1147
кончался,*конч+а+л^ся,* k a1 n' ch + a0 + l ^ s' a4,* k a1 n ch + a0 + l ^ s a4,1,kta0740
кончался,*конч+а+л^ся,* k a1 n' ch + a0 + l ^ s' a4,* k a1 n' ch + a0 + l ^ s' a4,1,cta0740
кончался,*конч+а+л^ся,* o0 n k a1 + n' + ch ^ a0 l,* o0 n k a1 + n' + ch ^ a0 l,1,ata0740
кончено,*конч+ен+о,* k o0 n' ch + i4 n + a4,* k o0 n' ch + e4 n + a4,2,"gtb0742,ktb0742"
кончено,*конч+ен+о,* k o0 n' ch + i4 n + a4,* k o0 n' ch + i4 n + a4,2,"ctb0742,mtb0742"
кончено,*конч+ен+о,* k o0 n' ch + i4 n + a4,* k o0 n' ch + i4 n + e4,1,atb0742
кончено,*конч+ен+о,* k o0 n' ch + i4 n + a4,* k o0 n' ch + i4 n + y4,2,"otb0742,utb0742"
кончено,*конч+ен+о,* k o0 n' ch + i4 n + a4,* k o0 n' ch + n + a4,1,stb0742
кончик,*кон+ч+ик,* k o0 n' + ch + i4 k,* k o0 n' + ch + e4 k,1,gta0461
кончик,*кон+ч+ик,* k o0 n' + ch + i4 k,* k o0 n' + ch + i4 k,6,"cta0461,ota0461,sta0461,uta0461,ata0461,mta0461"
кончик,*кон+ч+ик,* k o0 n' + ch + i4 k,* k o0 n' + ch + k,1,kta0461
кончила,*конч+и+л/а,* k o0 n' ch + i4 + l / a4,* k o0 n' ch + i4 + l / y4,2,"cta0552,kta0552"
кончилось,*конч+и+л/о^сь,* k o0 n ch + i4 + l / a4 ^ s',* k o0 n ch + i4 + l / y4 ^ s',2,"gta0389,gta0390"
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n ch + i4 + l / y4 ^ s',1,ota0390
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' ch + + l / y4 ^ s',1,mta0389
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' ch + e4 + l / y4 ^ s',1,cta1035
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' ch + i4 + l / ^ s',1,ata0638
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' ch + i4 + l / a4 ^ s',4,"kta0390,kta0416,ata0390,ata1035"
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' ch + i4 + l / y4 ^ s,1,uta0390
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' ch + i4 + l / y4 ^ s',17,"cta0389,cta0390,cta0416,cta0638,kta0638,kta1035,kta0389,ota0389,ota0416,sta0389,sta0390,sta0416,uta0389,uta0416,ata0389,ata0416,mta0390"
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' sc + + l / a4 ^ s',1,mta0416
кончилось,*конч+и+л/о^сь,* k o0 n' ch + i4 + l / a4 ^ s',* k o0 n' sc + i4 + l / o4 ^ s',1,gta0416
коньяк,*коньяк,* k a1 n' j a0 k,* k a1 n' j a0 k,6,"ctb1568,ctb1636,ktb1568,ktb1636,atb1568,atb1636"
кооператив,*кооператив,* k a2 a2 p' i1 r a1 t' i0 f,* k a2 a2 p' e1 r a1 t' i0 f,2,"kta0743,ata0743"
кооператив,*кооператив,* k a2 a2 p' i1 r a1 t' i0 v,* k a2 a2 p' i1 r a1 t' i0 f,1,cta0743
кооперативном,*кооператив+н/ом,* k a2 a2 p' i1 r a1 t' i0 v + n / a4 m,* k a2 a1 p' i1 r a1 t' i0 v + n / a4 m,1,kta0616
кооперативном,*кооператив+н/ом,* k a2 a2 p' i1 r a1 t' i0 v + n / a4 m,* k a2 a2 p' i1 r a1 t' i0 v + n / e4 m,1,ata0616
кооперативном,*кооператив+н/ом,* k a2 a2 p' i1 r a1 t' i0 v + n / a4 m,* k a2 a2 p' i1 r a1 t' i0 v + n / y4 m,1,cta0616
кооперативную,*кооператив+н/ую,* k a2 a1 p' i1 r a1 t' i0 v + n / u4 j u4,* k a2 a1 p' e1 r a1 t' i0 v + n / u4 u4,1,cta0330
кооперативную,*кооператив+н/ую,* k a2 a2 p' i1 r a1 t' i0 v + n / u4 j u4,* k a2 a2 p' e1 r a1 t' i0 v + n / u4,1,kta0330
кооперативную,*кооператив+н/ую,* k a2 a2 p' i1 r a1 t' i0 v + n / u4 j u4,* k a2 a2 p' e1 r a1 t' i0 v + n / u4 u4,1,mta0330
кооперативную,*кооператив+н/ую,* k a2 a2 p' i1 r a1 t' i0 v + n / u4 j u4,* k a2 a2 p' i1 r a1 t' i0 v + n / u4 u4,3,"ota0330,sta0330,ata0330"
кооперативную,*кооператив+н/ую,* k a2 a2 p' i1 r a1 t' i0 v + n / u4 j u4,* k y1 e1 p' i1 r a1 t' i0 v + n / y4 u4,1,gta0330
кооперативную,*кооператив+н/ую,* k a2 a2 p' i1 r a1 t' i0 v + n / u4 j u4,* k y1 p' i1 r a1 t' i0 v + n / u4 u4,1,uta0330
кооперативом,*кооператив/ом,* k a2 a2 p' i1 r a1 t' i0 v / a4 m,* k a2 a1 p' e1 r a1 t' i0 v / a4 m,1,kta0742
кооперативом,*кооператив/ом,* k a2 a2 p' i1 r a1 t' i0 v / a4 m,* k a2 a2 p' e1 r a1 t' i0 v / o4 m,1,ata0742
кооперативом,*кооператив/ом,* k a2 a2 p' i1 r a1 t' i0 v / a4 m,* k y1 y1 p' i1 r a1 t' i0 v / a4 m,1,cta0742
копейки,*копейк/и,* k a1 p' e0 j k' / i4,* k a1 p' e0 i4 k' / i4,1,kta0050
копейки,*копейк/и,* k a1 p' e0 j k' / i4,* k a1 p' e0 j k' / e4,1,gta0050
копейки,*копейк/и,* k a1 p' e0 j k' / i4,* k a1 p' e0 j k' / i4,3,"cta0050,ota0050,uta0050"
копейки,*копейк/и,* k a1 p' e0 j k' / i4,* k a1 p' e0 y4 k' / i4,1,ata0050
копейки,*копейк/и,* k a1 p' e0 j k' / i4,* k a1 p' i0 j k' / i4,1,sta0050
копейки,*копейк/и,* k a1 p' e0 j k' / i4,* k e1 p' e0 j k' / i4,1,mta0050
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + e4 / a4,1,ktc1514
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + e4 / e4,1,utc1514
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + e4 j / a4,1,utb0591
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + i4 / a4,3,"ctb0591,ktb0591,stb0591"
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + i4 / e4,3,"ctc1514,atb0591,mtb0591"
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + i4 a4 /,1,otb0591
копия,*коп+и/я,* k o0 p' + i4 j / a4,* k o0 p' + i4 j / a4,1,gtb0591
корабль,*корабль,* k a1 r a0 b l',* k a1 r a0 b l',2,"cta0616,kta0616"
корабль,*корабль,* k a1 r a0 b l',* k a1 r a0 b y4,1,ata0616
коридор,*коридор,* k a2 r' i1 d o0 r,* k a2 r' i1 d o0 r,3,"kta0120,kta0341,ota0251"
коридор,*коридор,* k a2 r' i1 d o0 r,* k e1 r' e1 d o0 r,1,gta0251
коридор,*коридор,* k a2 r' i1 d o0 r,* k e1 r' i1 d o0,1,gta0341
коридор,*коридор,* k a2 r' i1 d o0 r,* k e1 r' i1 d o0 r,1,mta0251
коридор,*коридор,* k a2 r' i1 d o0 r,* k y1 r' i1 d o0 r,37,"cta0120,cta0251,cta0341,cta0658,ctb0806,ctb1629,ctb1682,ctb1920,ctb2069,gta0120,kta0658,ktb0806,ktb1629,ktb1682,ktb1920,ktb2069,kta0251,ota0120,ota0341,otd0029,sta0120,sta0251,sta0341,uta0120,uta0251,uta0341,ata0120,ata0251,ata0341,atd0029,ata0658,atb0806,atb1682,atb1920,atb2069,mta0120,mta0341"
коридор,*коридор,* k a2 r' i1 d o0 r,* k y1 r' y1 d o0 r,1,atb1629
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / e4,* k r' i1 d o0 r' / i4,1,mta0254
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k a1 r' i1 d o0 r' / i4,1,kta0102
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k a2 r' i1 d o0 r' / i4,2,"sta0254,atb1346"
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k a2 r' i1 t o0 r' / i4,1,atb1465
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k e1 r' e1 d o0 r' / e4,1,gta0254
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k e1 r' i1 d o0 r' / e4,1,gta0102
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k e1 r' i1 d o0 r' / i4,1,sta0102
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k r' i1 d o0 r' / i4,2,"gtb0699,stb0699"
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k y1 r' e1 d o0 r' / e4,1,cta0254
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k y1 r' i1 d o0 r' / e4,4,"cta0102,ctb1465,ctb1676,ctb1953"
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k y1 r' i1 d o0 r' / i4,20,"ctb0699,ctb1346,ktb1346,ktb1465,ktb1676,ktb1953,kta0254,ktb0699,ota0102,ota0254,otb0699,uta0102,uta0254,utb0699,ata0102,ata0254,atb0699,atb1676,atb1953,mta0102"
коридоре,*коридор/е,* k a2 r' i1 d o0 r' / i4,* k y1 r' y1 d o0 r' / y4,1,mtb0699
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k a2 r' i1 d o0 r / u4,4,"gta0190,ata0190,ata0198,ata0727"
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k e1 r' e1 d o0 r / o0,1,gta0198
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k e1 r' i1 d o0 r / u4,5,"gta0474,kta0190,sta0198,mta0190,mta0363"
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k r' i1 d o0 r / u4,4,"gta0271,sta0190,mta0271,mta0474"
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k y1 r' i1 d o0 r / o4,1,gta0363
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k y1 r' i1 d o0 r / u4,33,"cta0190,cta0198,cta0271,cta0363,cta0474,cta0548,cta0727,cta0879,kta0548,kta0727,kta0879,kta0198,kta0271,kta0363,kta0474,ota0190,ota0198,ota0271,ota0363,ota0474,sta0271,sta0363,sta0474,uta0190,uta0198,uta0271,uta0363,uta0474,ata0271,ata0363,ata0474,ata0548,mta0198"
коридору,*коридор/у,* k a2 r' i1 d o0 r / u4,* k y1 r' i1 t o0 r / u4,1,ata0879
корил,*кор+и+л,* k a1 r' + i0 + l,* k a1 r' + i0 + l,3,"cta0766,kta0766,ata0766"
коричневой,*корич+нев/ой,* k a1 r' i0 ch + n' i4 v / a4 j,* k a1 r' i0 ch + n' i4 v / y4,3,"ctb1650,kta0918,atb1650"
коричневой,*корич+нев/ой,* k a1 r' i0 ch + n' i4 v / a4 j,* k a1 r' i0 ch + n' i4 v / y4 i4,1,cta0918
коричневой,*корич+нев/ой,* k a1 r' i0 ch + n' i4 v / a4 j,* k a1 r' i0 ch + n' i4 v / y4 j,1,ktb1650
коричневую,*кор+ич+н+ев/ую,* k a1 r' + i0 ch + n' + i4 v / u4 j u4,* k a1 r' + i0 ch + n' + i4 v / u4 u4,2,"ctb1634,atb1634"
коричневую,*кор+ич+н+ев/ую,* k a1 r' + i0 ch + n' + i4 v / u4 j u4,* k a1 r' + i0 ch + n' + i4 v / u4 y4 u4,1,ktb1634
коричневые,*корич+нев/ые,* k a1 r' i0 ch + n' i4 v / y4 j i4,* k a1 r' i0 ch + n' i4 v / y4 e4,2,"cta0909,kta0909"
корками,*кор+к/ами,* k o0 r + k / a4 m' i4,* k o0 r + k / a4 m' i4,1,ctb1636
корками,*кор+к/ами,* k o0 r + k / a4 m' i4,* k o0 r + k / e4 m' i4,1,atb1636
корками,*кор+к/ами,* k o0 r + k / a4 m' i4,* k o0 r + k / y4 m' i4,1,ktb1636
корки,*кор+к/и,* k o0 r + k' / i4,* k o0 r + k' / e4,1,ctb1326
корки,*кор+к/и,* k o0 r + k' / i4,* k o0 r + k' / i4,5,"ctb1567,ktb1326,ktb1567,atb1326,atb1567"
кормила,*корм+и+л/а,* k a1 r m' + i0 + l / a4,* k a1 r m' + i0 + l / a4,2,"ktb1372,atb1372"
кормила,*корм+и+л/а,* k a1 r m' + i0 + l / a4,* k a1 r m' + i0 + l / y4,1,ctb1372
коробка,*короб+к/а,* k a1 r o0 p + k / a4,* k a1 r o0 p + k / y4,3,"ctb1287,ktb1287,atb1287"
коробке,*короб+к/е,* k a1 r o0 p + k' / i4,* k a1 r o0 p + k' / e4,1,ktb1650
коробке,*короб+к/е,* k a1 r o0 p + k' / i4,* k a1 r o0 p + k' / i4,2,"ctb1650,atb1650"
коробку,*коробк/у,* k a1 r o0 p k / u4,* k a1 r o0 p k / u4,6,"cta1044,ctb1634,kta1044,ktb1634,ata1044,atb1634"
короткие,*корот+к/ие,* k a1 r o0 t + k' / i4 - i4,* k a1 r o0 t + k' / i4 i4,1,mtb0686
короткие,*корот+к/ие,* k a1 r o0 t + k' / i4 j i4,* k a1 r o0 t + k' / i4 i4,9,"ctb0686,gtb0686,gte0270,ktb0686,otb0686,stb0686,ste0270,utb0686,atb0686"
коротким,*корот+к/им,* k a1 r o0 t + k' / i4 m,* k a1 r o0 t + k' / i4 m,3,"ctb1992,ktb1992,atb1992"
короткими,*корот+к/ими,* k a1 r o0 t + k' / i4 m' i4,* k a1 r o0 t + k' / i4 m i4,1,mta0232
короткими,*корот+к/ими,* k a1 r o0 t + k' / i4 m' i4,* k a1 r o0 t + k' / i4 m' e4,1,uta0232
короткими,*корот+к/ими,* k a1 r o0 t + k' / i4 m' i4,* k a1 r o0 t + k' / i4 m' i4,3,"kta0232,sta0232,ata0232"
короткими,*корот+к/ими,* k a1 r o0 t + k' / i4 m' i4,* k a1 r o0 t + k' / i4 m' o4,2,"cta0232,ota0232"
короткими,*корот+к/ими,* k a1 r o0 t + k' / i4 m' i4,* k e1 r o0 t + k' / i4 m' i4,1,gta0232
коротко,*корот+к+о,* k o0 r a4 t + k + a4,* k o0 r a4 t + k + a4,4,"ctb1742,ktc1092,atd0054,atb1742"
коротко,*корот+к+о,* k o0 r a4 t + k + a4,* k o0 r y4 t + k +,1,utc1092
коротко,*корот+к+о,* k o0 r a4 t + k + a4,* k o0 r y4 t + k + a4,1,ctc1092
коротко,*корот+к+о,* k o0 r a4 t + k + a4,* k o0 r y4 t + k + e4,1,ktb1742
коротко,*корот+к+о,* k o0 r a4 t + k + a4,* k o0 r y4 t + k + y4,1,otd0054
короткой,*корот+к/ой,* k a1 r o0 t + k / a4 j,* k a1 r o0 t + k / a4 j,1,ata0270
короткой,*корот+к/ой,* k a1 r o0 t + k / a4 j,* k a1 r o0 t + k / e4 u4,1,kta0270
короткой,*корот+к/ой,* k a1 r o0 t + k / a4 j,* k a1 r o0 t + k / y4,3,"cta0270,sta0270,mta0270"
короткой,*корот+к/ой,* k a1 r o0 t + k / a4 j,* k a1 r o0 t + k / y4 j,2,"ota0270,uta0270"
короткой,*корот+к/ой,* k a1 r o0 t + k / a4 j,* k a1 r o0 t + k / y4 u4,1,gta0270
коротком,*корот+к/ом,* k a1 r o0 t + k / a4 m,* k a1 r o0 t + k / a4 m,3,"kta0181,sta0181,mta0181"
коротком,*корот+к/ом,* k a1 r o0 t + k / a4 m,* k a1 r o0 t + k / o4 m,2,"cta0181,gta0181"
коротком,*корот+к/ом,* k a1 r o0 t + k / a4 m,* k a1 r o0 t + k / y4 m,2,"ota0181,uta0181"
коротком,*корот+к/ом,* k a1 r o0 t + k / a4 m,* k a1 r o0 t + k' / y4 m,1,ata0181
короче,*короч+е,* k a1 r o0 ch + i4,* k a1 r o0 ch + i4,6,"ctb1767,ctc0869,ktb1767,ktc0869,utc0869,atb1767"
корпуса,*корпус/а,* k o0 r p u4 s / a4,* k o0 r p u4 s / a4,3,"ctb2042,ktb2042,atb2042"
корпят,*корп/ят,* k a1 r p' / a0 t,* k a1 r p' / a0 t,7,"gtb0169,ktb0169,otb0169,stb0169,utb0169,atb0169,mtb0169"
корректен,*коррект+ен,* k a1 r' e0 k t' + i4 n,* k a1 r' e0 k t' + e4 n,2,"cta0195,mta0195"
корректен,*коррект+ен,* k a1 r' e0 k t' + i4 n,* k a1 r' e0 k t' + i4 n,5,"kta0195,ota0195,sta0195,uta0195,ata0195"
корректен,*коррект+ен,* k a1 r' e0 k t' + i4 n,* k e1 r' e0 k t' + e4 n,1,gta0195
корректно,*коррект+н/о,* k a1 r' e0 k t + n / a4,* k a1 r' e0 k t + n / a4,7,"cta0494,gta0494,kta0494,ota0494,sta0494,ata0494,mta0494"
корректно,*коррект+н/о,* k a1 r' e0 k t + n / a4,* k a1 r' e0 k t + n / e4,1,uta0494
корт,*корт,* k o0 r t,* k o0 r t,3,"ctb1023,ktb1023,atb1023"
корте,*корт/е,* k o0 r t' / i4,* k o0 r t' / e4,1,ctb1021
корте,*корт/е,* k o0 r t' / i4,* k o0 r t' / i4,2,"ktb1021,atb1021"
корточки,*корт+очк/и,* k o0 r t + a4 ch k' / i4,* k o0 r t + a4 ch k' / i4,3,"sta0184,ata0182,ata0184"
корточки,*корт+очк/и,* k o0 r t + a4 ch k' / i4,* k o0 r t + a4 sc k' / i4,1,gta0182
корточки,*корт+очк/и,* k o0 r t + a4 ch k' / i4,* k o0 r t + ch k' / i4,1,mta0182
корточки,*корт+очк/и,* k o0 r t + a4 ch k' / i4,* k o0 r t + y4 ch k' / e4,1,kta0184
корточки,*корт+очк/и,* k o0 r t + a4 ch k' / i4,* k o0 r t + y4 ch k' / i4,9,"cta0182,cta0184,kta0182,ota0182,ota0184,sta0182,uta0182,uta0184,mta0184"
корточки,*корт+очк/и,* k o0 r t + a4 ch k' / i4,* k o0 r t + y4 sc k' / i4,1,gta0184
корысти,*корыст/и,* k a1 r y0 s' t' / i4,* k a1 r y0 s' t' / i4,3,"cta0816,kta0816,ata0816"
корысть,*корысть,* k a1 r y0 s' t',* k a1 r y0 s' t',3,"cta0817,kta0817,ata0817"
корявыми,*кор+яв/ыми,* k a1 r' + a0 v / y4 m' i4,* k a1 r' + a0 v / o4 m' i4,1,ata1069
корявыми,*кор+яв/ыми,* k a1 r' + a0 v / y4 m' i4,* k a1 r' + a0 v / y4 m' i4,2,"cta1069,kta1069"
костик,*кост+ик,* k o0 s' t' + i4 g,* k o0 s t' + i4 g,1,mtb0374
костик,*кост+ик,* k o0 s' t' + i4 g,* k o0 s' t' + i4 g,7,"ctb0374,gtb0374,ktb0374,otb0374,stb0374,utb0374,atb0374"
костик,*кост+ик,* k o0 s' t' + i4 k,* k o0 s t' + i4 k,1,mtb0359
костик,*кост+ик,* k o0 s' t' + i4 k,* k o0 s t' + k,1,mtb0354
костик,*кост+ик,* k o0 s' t' + i4 k,* k o0 s' t' + e4 k,1,stb0354
костик,*кост+ик,* k o0 s' t' + i4 k,* k o0 s' t' + i4 k,36,"ctb0354,ctb0359,ctb0364,ctb0383,ctb0390,gtb0354,gtb0359,gtb0364,gtb0383,gtb0390,ktb0354,ktb0359,ktb0364,ktb0383,ktb0390,otb0354,otb0359,otb0364,otb0383,otb0390,stb0359,stb0364,stb0383,stb0390,utb0354,utb0359,utb0364,utb0383,utb0390,atb0354,atb0359,atb0364,atb0383,atb0390,mtb0383,mtb0390"
костик,*кост+ик,* k o0 s' t' + i4 k,* k o0 s' t' + i4 k',1,mtb0364
костика,*кост+ик/а,* k o0 s' t' + i4 k / a4,* k o0 s' t' + i4 k / a4,36,"ctb0388,ctb0402,ctb0411,ctb0466,ctb0479,gtb0402,gtb0466,gtb0479,ktb0388,ktb0402,ktb0411,ktb0466,ktb0479,otb0388,otb0402,otb0411,otb0466,otb0479,stb0388,stb0402,stb0411,stb0466,stb0479,utb0388,utb0402,utb0411,utb0466,utb0479,atb0388,atb0402,atb0411,atb0466,atb0479,mtb0402,mtb0411,mtb0466"
